GetData.Serial No,GetData.CQM ID,GetData.Item No,GetData.Item Description,GetData.Date
1189,CQM4C63,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),19/02/2019
1314,CQM67801,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),19/02/2019
989,CQM67226,NNNMEGU022,O-RING (FEEDER - Fat),19/02/2019
1875,CQM5885,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",18/02/2019
2197,CQM4C6D,,COMPUTER (PC),18/02/2019
1101,CQM585A,NNNELZZ050,MAIN POWER SUPPLY,18/02/2019
1943,CQM582B,NNNELEO016,PHOTOTRANSISTOR OP505A -- RX,18/02/2019
1860,CQM585A,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",18/02/2019
1328,CQM5806,CSDAAEM073,DC GEAR BOX MOTOR ASSY,18/02/2019
789,CQM67018,CBXMEPC005,BLACK INK ROLLER,18/02/2019
2140,CQM4C25,CBXMEPC005,BLACK INK ROLLER,18/02/2019
1101,CQM585A,NNNMEMO070,GAS SPRING,18/02/2019
362,CQM5829,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,16/02/2019
1437,CQM4C82,TTT80,VKP80II THERMIC HEAD,16/02/2019
1949,CQM582F,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,15/02/2019
1911,CQM588D,CSDAAEM073,DC GEAR BOX MOTOR ASSY,15/02/2019
1911,CQM588D,NNNMEMO072,COMPRESSION SPRING (Text Printer),15/02/2019
2104,CQM4C66,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),15/02/2019
1294,CQM67146,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,15/02/2019
2104,CQM4C66,NNNMEGU021,O-RING ( collection path ),15/02/2019
1911,CQM588D,CSDAACB061,CABLE CIS FRONT - P12,15/02/2019
1356,CQM4C76,CBXMEPC005,BLACK INK ROLLER,15/02/2019
1294,CQM67146,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",15/02/2019
1912,CQM588E,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,15/02/2019
555,CQM4C5B,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,15/02/2019
1911,CQM588D,NNNMEMO068,TENSION SPRING ( Scanner ),15/02/2019
1949,CQM582F,NNNELZZ050,MAIN POWER SUPPLY,15/02/2019
1912,CQM588E,NNNELZZ050,MAIN POWER SUPPLY,15/02/2019
1911,CQM588D,NNNMERU089,ROLLER ( Ribbon Plate ),15/02/2019
1912,CQM588E,NNNMEMO070,GAS SPRING,15/02/2019
1949,CQM582F,NNNMEMO070,GAS SPRING,15/02/2019
2179,CQM67067,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,14/02/2019
2179,CQM67067,NNNMEGU021,O-RING ( collection path ),14/02/2019
412,CQM4C09,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,14/02/2019
1693,CQM67838,CSDMEPC044,PRESSURE ROLLER WITH SHAFT (CSD2002),13/02/2019
625,CQM67005,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),13/02/2019
449,CQM4C6B,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),13/02/2019
1693,CQM67838,NNNAAME048/R,BEARING HOUSING ASSY,13/02/2019
1437,CQM4C82,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),13/02/2019
625,CQM67005,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",13/02/2019
1615,CQM67831,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),13/02/2019
449,CQM4C6B,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",13/02/2019
2099,CQM4C40,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,12/02/2019
2083,CQM67252,NNNMEPC020,RUBBER STAMP PLATE (BOC NCB CYB),12/02/2019
2040,CQM583C,NNNEMZZ083,HYBRID CARD READER-MOTORISED,12/02/2019
2099,CQM4C40,TTT80,VKP80II THERMIC HEAD,12/02/2019
2116,CQM67185,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),12/02/2019
1822,CQM5883,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),12/02/2019
1269,CQM4C89,NNNMECI036,"FLAT BELT (Yellow, Bend)",11/02/2019
1317,CQM67158,NNNMEZZ090,INK RIBBON CARTRIDGE,11/02/2019
2208,CQM67132,CSDAAEM073,DC GEAR BOX MOTOR ASSY,11/02/2019
1944,CQM582F,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),11/02/2019
1923,CQM58C5,NNNMEPC016,GEAR WHEEL M=1 Z=27,09/02/2019
1790,CQM5894,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",09/02/2019
1943,CQM582B,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",08/02/2019
845,CQM5807,CSDMERU047,ROLLER (Collection Bin),08/02/2019
1128,CQM4C58,CSDMEPC094,PRESSURE ROLLER (CSD2002E),08/02/2019
845,CQM5807,CSDMEPC048,COLLECTION BOX WIRING,08/02/2019
1325,CQM67159,CBXMEPC005,BLACK INK ROLLER,08/02/2019
845,CQM5807,NNNMESP034,PIN INOX 3x20  (Collection Bin),08/02/2019
1288,CQM67140,,MULTI IO CARD - PCIE CONTROLLER CARD (SERIAL COM CARD ),08/02/2019
1130,CQM4C39,NNNMEGU021,O-RING ( collection path ),07/02/2019
648,CQM4C5F,NNNMECI036,"FLAT BELT (Yellow, Bend)",07/02/2019
498,CQM58C5,NNNMEGU022,O-RING (FEEDER - Fat),04/02/2019
1105,CQM67097,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),04/02/2019
1007,CQM67073,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",04/02/2019
1235,CQM67105,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),02/02/2019
850,CQM67030,CBXMEPC005,BLACK INK ROLLER,01/02/2019
1292,CQM67144,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,01/02/2019
1808,CQM5895,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,01/02/2019
1246,CQM67117,CSDAAEM073,DC GEAR BOX MOTOR ASSY,01/02/2019
1312,CQM67808,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),01/02/2019
593,CQM4C17,NNNAAEL025/R,SENSOR ASSY  (U-shape),31/01/2019
2066,CQM67077,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),31/01/2019
1442,CQM67023,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,31/01/2019
1442,CQM67023,NNNMECI054,TOOTHED BELT T3/351L6,31/01/2019
1947,CQM5858,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",31/01/2019
1267,CQM5846,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),30/01/2019
1129,CQM4C59,TTT80,VKP80II THERMIC HEAD,30/01/2019
538,CQM4C8F,NNNMECI033,TOOTHED BELT T2.5 330 H45 (Aligner),30/01/2019
1129,CQM4C59,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,30/01/2019
1129,CQM4C59,NNNMEZZ124,LAM. SPRING EJECTION ROLLER (VKP-80),30/01/2019
1870,CQM4C91,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),30/01/2019
556,CQM4C6C,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",30/01/2019
999,CQM67063,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),30/01/2019
1129,CQM4C59,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),30/01/2019
1106,CQM67098,TTT80,VKP80II THERMIC HEAD,29/01/2019
1094,CQM67082,NNNMECI036,"FLAT BELT (Yellow, Bend)",29/01/2019
1432,CQM5869,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),29/01/2019
1094,CQM67082,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),29/01/2019
1106,CQM67098,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,29/01/2019
526,CQM4C8E,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),29/01/2019
1852,CQM584A,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",29/01/2019
1314,CQM67801,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,28/01/2019
1314,CQM67801,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",28/01/2019
1297,CQM67805,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,28/01/2019
1016,CQM4C61,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),26/01/2019
1266,CQM5851,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,26/01/2019
1872,CQM4C01,CSDAAEM073,DC GEAR BOX MOTOR ASSY,26/01/2019
1872,CQM4C01,CSDAAEL024,DOT MATRIX P.C.B (024),26/01/2019
1266,CQM5851,,HARD DISK SATA,26/01/2019
1250,CQM67121,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),26/01/2019
1699,CQM4C1B,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,25/01/2019
1699,CQM4C1B,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),25/01/2019
1269,CQM4C89,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),25/01/2019
1699,CQM4C1B,TTT80,VKP80II THERMIC HEAD,25/01/2019
1102,CQM67211,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),24/01/2019
866,CQM67224,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),24/01/2019
1240,CQM67116,TTT80,VKP80II THERMIC HEAD,24/01/2019
1004,CQM67072,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",24/01/2019
1140,CQM4C6E,NNNMEMO024,COMPRESSION SPRING ( Solenoid ),24/01/2019
1240,CQM67116,MRG445106,ROLLER ( Card Reader ),24/01/2019
2212,CQM67270,NNNMECI054,TOOTHED BELT T3/351L6,24/01/2019
1004,CQM67072,NNNMEZZ090,INK RIBBON CARTRIDGE,23/01/2019
1254,CQM67125,CBXMEPC005,BLACK INK ROLLER,23/01/2019
2196,CQM4C0D,,COMPUTER (PC),23/01/2019
1244,CQM5837,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",23/01/2019
1868,CQM583D,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",23/01/2019
369,CQM5844,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",23/01/2019
286,CQM58D4,NNNMECI027,TOOTHED BELT T2.5 330L6,22/01/2019
1324,CQM67165,TTT80,VKP80II THERMIC HEAD,22/01/2019
227,CQM586B,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",22/01/2019
1002,CQM67238,NNNMEGU022,O-RING (FEEDER - Fat),22/01/2019
2215,CQM67271,,HARD DISK SATA,22/01/2019
498,CQM58C5,CSDMEPC048,COLLECTION BOX WIRING,22/01/2019
1002,CQM67238,NNNMECI054,TOOTHED BELT T3/351L6,22/01/2019
1113,CQM67103,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/01/2019
1589,CQM4C3A,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/01/2019
1589,CQM4C3A,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",21/01/2019
2214,CQM67269,,HARD DISK SATA,21/01/2019
1799,CQM58A2,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),20/01/2019
448,CQM587D,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,19/01/2019
448,CQM587D,CSDMEPC075,CIS MODULE ROLLER (CSD2002E),19/01/2019
448,CQM587D,NNNMEGU021,O-RING ( collection path ),19/01/2019
448,CQM587D,NNNELEO015,PHOTODIODE OP165A -- TX,19/01/2019
2213,CQM67074,,HARD DISK SATA,19/01/2019
448,CQM587D,NNNMECI052,TOOTHED BELT T2.5 330L8,19/01/2019
649,CQM4C00,CSDMEPC048,COLLECTION BOX WIRING,19/01/2019
448,CQM587D,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),19/01/2019
448,CQM587D,CSDAAME114,PREFEED ROLLER ASSY,19/01/2019
844,CQM5818,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,19/01/2019
448,CQM587D,NNNMEMO068,TENSION SPRING ( Scanner ),19/01/2019
448,CQM587D,NNNMECI008,TOOTHED BELT T2.5 285L6,19/01/2019
1701,CQM4C85,CSDMEPC094,PRESSURE ROLLER (CSD2002E),19/01/2019
1909,CQM58AC,TTT80,VKP80II THERMIC HEAD,19/01/2019
448,CQM587D,NNNELEO016,PHOTOTRANSISTOR OP505A -- RX,19/01/2019
2129,CQM38386,NNNMECI036,"FLAT BELT (Yellow, Bend)",19/01/2019
448,CQM587D,NNNMEGU022,O-RING (FEEDER - Fat),19/01/2019
1860,CQM585A,NNNAAEL083,SENSOR  ASSY,18/01/2019
626,CQM67208,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,18/01/2019
1857,CQM58D1,NNNMEZZ090,INK RIBBON CARTRIDGE,18/01/2019
1828,CQM5874,CSDAAEM073,DC GEAR BOX MOTOR ASSY,18/01/2019
256,CQM586A,TTT80,VKP80II THERMIC HEAD,18/01/2019
2158,CQM4C0B,NNNMEMO024,COMPRESSION SPRING ( Solenoid ),18/01/2019
1011,CQM67076,CSDAAEM073,DC GEAR BOX MOTOR ASSY,17/01/2019
1434,CQM4C22,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),17/01/2019
593,CQM4C17,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),17/01/2019
2067,CQM67245,CBXMEPC005,BLACK INK ROLLER,17/01/2019
1434,CQM4C22,NNNMEMO024,COMPRESSION SPRING ( Solenoid ),17/01/2019
1700,CQM4C7E,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",17/01/2019
834,CQM58C9,CSDMEPC094,PRESSURE ROLLER (CSD2002E),16/01/2019
305,CQM587D,NNNMESP034,PIN INOX 3x20  (Collection Bin),16/01/2019
1955,CQM67841,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",16/01/2019
1016,CQM4C61,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),16/01/2019
834,CQM58C9,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),16/01/2019
953,CQM67055,NNNMEZZ090,INK RIBBON CARTRIDGE,16/01/2019
834,CQM58C9,CSDAAME344,FEED ROLLER ASSY (CSD2002E),16/01/2019
1947,CQM5858,CSDAAME126,DRUM (stamp),16/01/2019
1105,CQM67097,NNNMECI036,"FLAT BELT (Yellow, Bend)",16/01/2019
1955,CQM67841,NNNMECI036,"FLAT BELT (Yellow, Bend)",16/01/2019
834,CQM58C9,,HARD DISK SATA,16/01/2019
1149,CQM58EC,NNNMECI036,"FLAT BELT (Yellow, Bend)",16/01/2019
834,CQM58C9,NNNMEZZ277,WHITE FAIL SAFE,16/01/2019
1149,CQM58EC,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),16/01/2019
2157,CQM4C0A,NNNMECI036,"FLAT BELT (Yellow, Bend)",16/01/2019
348,CQM58B8,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",15/01/2019
1821,CQM5823,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",15/01/2019
2212,CQM67270,,HARD DISK SATA,15/01/2019
288,CQM4C2C,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",15/01/2019
863,CQM67227,CSDAAME344,FEED ROLLER ASSY (CSD2002E),15/01/2019
1303,CQM67243,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),14/01/2019
837,CQM58CC,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),14/01/2019
1244,CQM5837,NNNMECI036,"FLAT BELT (Yellow, Bend)",14/01/2019
1267,CQM5846,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),14/01/2019
1931,CQM5878,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",14/01/2019
2211,CQM67267,,HARD DISK SATA,14/01/2019
1945,CQM581B,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,14/01/2019
837,CQM58CC,,HARD DISK SATA,14/01/2019
837,CQM58CC,NNNMEZZ277,WHITE FAIL SAFE,14/01/2019
526,CQM4C8E,CSDAAME344,FEED ROLLER ASSY (CSD2002E),14/01/2019
1148,CQM58DB,CSDMEPC048,COLLECTION BOX WIRING,12/01/2019
2132,CQM4C92,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),11/01/2019
451,CQM4C36,NNNMECI052,TOOTHED BELT T2.5 330L8,11/01/2019
621,CQM67264,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),11/01/2019
1829,CQM5875,TTT80,VKP80II THERMIC HEAD,11/01/2019
1293,CQM67145,NNNMEZZ090,INK RIBBON CARTRIDGE,11/01/2019
863,CQM67227,NNNMECI044,TOOTHED BELT T2.5 380H6,11/01/2019
1839,CQM584C,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",11/01/2019
2207,CQM67268,,HARD DISK SATA,11/01/2019
1011,CQM67076,NNNMECI044,TOOTHED BELT T2.5 380H6,11/01/2019
1253,CQM67124,NNNAAEL025/R,SENSOR ASSY  (U-shape),10/01/2019
265,CQM588A,TTT80,VKP80II THERMIC HEAD,10/01/2019
2100,CQM4C8B,CSDMEPC094,PRESSURE ROLLER (CSD2002E),10/01/2019
2195,CQM4C77,,COMPUTER (PC),10/01/2019
1442,CQM5800,CSDAAEM073,DC GEAR BOX MOTOR ASSY,09/01/2019
297,CQM585C,NNNMEGU021,O-RING ( collection path ),09/01/2019
2118,CQM67013,NNNELZZ050,MAIN POWER SUPPLY,09/01/2019
2126,CQM4C28,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,09/01/2019
1811,CQM5865,TTT80,VKP80II THERMIC HEAD,09/01/2019
1802,CQM5864,TTT80,VKP80II THERMIC HEAD,09/01/2019
297,CQM585C,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),09/01/2019
2194,CQM4C3C,,COMPUTER (PC),09/01/2019
364,CQM58B3,CSDAAME284,PREFEED ROLLER ASSY,09/01/2019
2116,CQM67185,NNNMEZZ090,INK RIBBON CARTRIDGE,09/01/2019
1917,CQM5886,CSDMEPC048,COLLECTION BOX WIRING,09/01/2019
1805,CQM5810,CSDMEPC094,PRESSURE ROLLER (CSD2002E),08/01/2019
2148,CQM67259,NNNMEZZ090,INK RIBBON CARTRIDGE,08/01/2019
987,CQM67056,CBXMEPC005,BLACK INK ROLLER,08/01/2019
2193,CQM4C7A,,COMPUTER (PC),08/01/2019
2123,CQM67253,CSDAAEM073,DC GEAR BOX MOTOR ASSY,08/01/2019
1124,CQM5816,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",07/01/2019
1953,CQM67235,CSDAAEL001,MDM P.C.B,07/01/2019
265,CQM5859,NNNMECI036,"FLAT BELT (Yellow, Bend)",07/01/2019
1798,CQM5893,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),07/01/2019
1123,CQM5815,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",07/01/2019
2206,CQM67262,,HARD DISK SATA,07/01/2019
1790,CQM5894,MRG445106,ROLLER ( Card Reader ),06/01/2019
1790,CQM5894,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),06/01/2019
1689,CQM67222,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",04/01/2019
1940,CQM5897,NNNMEZZ090,INK RIBBON CARTRIDGE,04/01/2019
1949,CQM582F,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),04/01/2019
1292,CQM67144,NNNMEGU022,O-RING (FEEDER - Fat),04/01/2019
1832,CQM5856,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",03/01/2019
1865,CQM5870,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",03/01/2019
995,CQM67066,TTT80,VKP80II THERMIC HEAD,03/01/2019
1838,CQM58EE,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",03/01/2019
1808,CQM5895,NNNMECI036,"FLAT BELT (Yellow, Bend)",03/01/2019
995,CQM67066,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),03/01/2019
417,CQM581A,TTT80,VKP80II THERMIC HEAD,03/01/2019
1249,CQM67120,NNNMECI036,"FLAT BELT (Yellow, Bend)",03/01/2019
995,CQM67066,NNNMEMO070,GAS SPRING,03/01/2019
1121,CQM5811,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",02/01/2019
1444,CQM5843,NNNMECI036,"FLAT BELT (Yellow, Bend)",02/01/2019
1285,CQM67137,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),02/01/2019
782,CQM67225,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,02/01/2019
1586,CQM4C02,NNNMEMO024,COMPRESSION SPRING ( Solenoid ),02/01/2019
268,CQM581A,NNNMECI036,"FLAT BELT (Yellow, Bend)",31/12/2018
1246,CQM67117,TTT80,VKP80II THERMIC HEAD,31/12/2018
1124,CQM5816,TTT80,VKP80II THERMIC HEAD,30/12/2018
552,CQM4C7F,CSDMEPC048,COLLECTION BOX WIRING,29/12/2018
1430,CQM67815,NNNMEZZ090,INK RIBBON CARTRIDGE,29/12/2018
1017,CQM4C8A,NNNMECI036,"FLAT BELT (Yellow, Bend)",29/12/2018
1317,CQM67158,TTT80,VKP80II THERMIC HEAD,29/12/2018
1929,CQM67842,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),29/12/2018
1512,CQM67824,NNNMEZZ090,INK RIBBON CARTRIDGE,29/12/2018
1314,CQM67801,NNNMEZZ090,INK RIBBON CARTRIDGE,29/12/2018
1431,CQM67816,NNNMEZZ090,INK RIBBON CARTRIDGE,29/12/2018
1317,CQM67158,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,29/12/2018
1130,CQM4C39,CSDAAEM073,DC GEAR BOX MOTOR ASSY,28/12/2018
543,CQM4C41,TTT80,VKP80II THERMIC HEAD,28/12/2018
1473,CQM67820,TTT80,VKP80II THERMIC HEAD,28/12/2018
2070,CQM67248,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),28/12/2018
1265,CQM58DF,CSDMEPC048,COLLECTION BOX WIRING,28/12/2018
2062,CQM58E9,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),27/12/2018
1342,CQM4C34,TTT80,VKP80II THERMIC HEAD,27/12/2018
1854,CQM5840,TTT80,VKP80II THERMIC HEAD,27/12/2018
1513,CQM67203,NNNMEZZ090,INK RIBBON CARTRIDGE,27/12/2018
1292,CQM67144,TTT80,VKP80II THERMIC HEAD,27/12/2018
1813,CQM58C2,CSDMEPC094,PRESSURE ROLLER (CSD2002E),27/12/2018
949,CQM67052,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",27/12/2018
1813,CQM58C2,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),27/12/2018
1244,CQM5837,TTT80,VKP80II THERMIC HEAD,26/12/2018
1917,CQM5886,TTT80,VKP80II THERMIC HEAD,25/12/2018
1589,CQM4C3A,NNNMEGU021,O-RING ( collection path ),24/12/2018
304,CQM587F,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",24/12/2018
988,CQM67070,TTT80,VKP80II THERMIC HEAD,24/12/2018
2141,CQM4C23,NNNAAEL098,SENSOR P.C.B. - ( FT ),24/12/2018
551,CQM4C20,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),24/12/2018
1429,CQM67197,CSDAAEM073,DC GEAR BOX MOTOR ASSY,24/12/2018
953,CQM67055,TTT80,VKP80II THERMIC HEAD,24/12/2018
863,CQM67227,TTT80,VKP80II THERMIC HEAD,24/12/2018
1879,CQM5868,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,22/12/2018
1812,CQM58C1,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",22/12/2018
692,CQM4C50,TTT80,VKP80II THERMIC HEAD,22/12/2018
552,CQM4C7F,NNNELZZ050,MAIN POWER SUPPLY,22/12/2018
781,CQM58A3,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),21/12/2018
1591,CQM4C2D,,HARD DISK SATA,21/12/2018
1591,CQM4C2D,NNNMEMO053,TENSION SPRING (Feeder Pressure Plate),21/12/2018
1591,CQM4C2D,NNNMEMO051,EXTENSION SPRING (Aligner or Feeder Pressure Plate - increase) 0.6mm,21/12/2018
256,CQM586A,NNNMECI006,TOOTHED BELT T2.5 200L6,21/12/2018
1508,CQM67200,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/12/2018
1837,CQM5896,CSDMEPC048,COLLECTION BOX WIRING,21/12/2018
2122,CQM67217,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),21/12/2018
768,CQM67016,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),21/12/2018
1438,CQM4C9D,CSDMEPC048,COLLECTION BOX WIRING,20/12/2018
532,CQM5848,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,20/12/2018
1453,CQM4C64,TTT80,VKP80II THERMIC HEAD,20/12/2018
1839,CQM584C,CSDMEPC094,PRESSURE ROLLER (CSD2002E),20/12/2018
